hyp -> con,       occurrence(hyp),     occurrence(con),      support(rule),       confidence,     classical index,     entropic index
Lynx -> Couleuvre, 26.0000000000000000, 22.0000000000000000, 34.6666666666666714, 38.4615384615384670, 65.7239967181293139, 42.9653759311879497
Couleuvre -> Lynx, 22.0000000000000000, 26.0000000000000000, 29.3333333333333321, 45.4545454545454533, 67.7272374942683655, 54.4142475047558420
Lynx -> Bouc, 26.0000000000000000, 22.0000000000000000, 34.6666666666666714, 19.2307692307692335, 22.7185090388582154, 18.9723638783021471
Bouc -> Lynx, 22.0000000000000000, 26.0000000000000000, 29.3333333333333321, 22.7272727272727266, 20.0449026926093801, 23.5630715526753924
Lynx -> Baleine, 26.0000000000000000, 22.0000000000000000, 34.6666666666666714, 26.9230769230769234, 38.2488172498421051, 27.8897616638666364
Baleine -> Lynx, 22.0000000000000000, 26.0000000000000000, 29.3333333333333321, 31.8181818181818166, 36.8002237791526099, 34.6255251449249073
Lynx -> Mouton, 26.0000000000000000, 21.0000000000000000, 34.6666666666666714, 11.5384615384615383, 13.5801499116757327, 10.9003990419122161
Mouton -> Lynx, 21.0000000000000000, 26.0000000000000000, 28.0000000000000036, 14.2857142857142847, 10.2455720053810317, 14.4009984426090689
Lynx -> Ours, 26.0000000000000000, 21.0000000000000000, 34.6666666666666714, 23.0769230769230766, 32.8782080191605246, 23.4843929328915806
Ours -> Lynx, 21.0000000000000000, 26.0000000000000000, 28.0000000000000036, 28.5714285714285694, 30.3244269889312861, 30.8248176590830099
Lynx -> Canard, 26.0000000000000000, 21.0000000000000000, 34.6666666666666714, 34.6153846153846132, 59.7122837681494545, 37.8004200436790256
Canard -> Lynx, 21.0000000000000000, 26.0000000000000000, 28.0000000000000036, 42.8571428571428541, 61.3448769789330584, 50.3890456579154886
Lynx -> Requin, 26.0000000000000000, 21.0000000000000000, 34.6666666666666714, 42.3076923076923066, 76.6456672705247684, 48.8246679341756291
Requin -> Lynx, 21.0000000000000000, 26.0000000000000000, 28.0000000000000036, 52.3809523809523867, 80.5010580516947982, 69.5747635679415737
Lynx -> Taureau, 26.0000000000000000, 20.0000000000000000, 34.6666666666666714, 26.9230769230769234, 44.5467249692043126, 28.1773402507637165
Taureau -> Lynx, 20.0000000000000000, 26.0000000000000000, 26.6666666666666679, 35.0000000000000000, 43.4284343065520915, 39.3294326874527513
Lynx -> Pieuvre, 26.0000000000000000, 20.0000000000000000, 34.6666666666666714, 46.1538461538461533, 85.3643893342424889, 55.3396498931307264
Pieuvre -> Lynx, 20.0000000000000000, 26.0000000000000000, 26.6666666666666679, 60.0000000000000000, 90.3251872075061328, 79.1574034407729670
Lynx -> Mygale, 26.0000000000000000, 19.0000000000000000, 34.6666666666666714, 38.4615384615384670, 73.8834553851175855, 43.3569114537529217
Mygale -> Lynx, 19.0000000000000000, 26.0000000000000000, 25.3333333333333357, 52.6315789473684177, 79.1856977167360014, 70.4177669506249515
Lynx -> Poule, 26.0000000000000000, 19.0000000000000000, 34.6666666666666714, 7.6923076923076925, 12.6024685543348998, 7.2230493397477185
Poule -> Lynx, 19.0000000000000000, 26.0000000000000000, 25.3333333333333357, 10.5263157894736832, 8.0193637544026650, 10.7538501428658577
Lynx -> Pigeon, 26.0000000000000000, 19.0000000000000000, 34.6666666666666714, 30.7692307692307701, 56.7721265266165531, 33.0653546672836711
Pigeon -> Lynx, 19.0000000000000000, 26.0000000000000000, 25.3333333333333357, 42.1052631578947327, 58.4771550397629625, 49.6906467398325304
Lynx -> Lion, 26.0000000000000000, 19.0000000000000000, 34.6666666666666714, 30.7692307692307701, 56.7721265266165531, 33.0653546672836711
Lion -> Lynx, 19.0000000000000000, 26.0000000000000000, 25.3333333333333357, 42.1052631578947327, 58.4771550397629625, 49.6906467398325304
Lynx -> Chien, 26.0000000000000000, 19.0000000000000000, 34.6666666666666714, 11.5384615384615383, 17.5069541783243423, 11.1081264700898821
Chien -> Lynx, 19.0000000000000000, 26.0000000000000000, 25.3333333333333357, 15.7894736842105257, 12.5274520666865499, 16.4484427890825202
Lynx -> Chamois, 26.0000000000000000, 19.0000000000000000, 34.6666666666666714, 46.1538461538461533, 87.0340486385933616, 55.4512628678402564
Chamois -> Lynx, 19.0000000000000000, 26.0000000000000000, 25.3333333333333357, 63.1578947368421026, 92.7060004715242769, 82.0128760253624733
Lynx -> Singe, 26.0000000000000000, 18.0000000000000000, 34.6666666666666714, 23.0769230769230766, 41.9597230792701055, 23.8676809428497023
Singe -> Lynx, 18.0000000000000000, 26.0000000000000000, 24.0000000000000000, 33.3333333333333286, 39.6608616442676336, 37.5933598029797622
Lynx -> Guepe, 26.0000000000000000, 18.0000000000000000, 34.6666666666666714, 34.6153846153846132, 68.4418184236863851, 38.1799535876955005
Guepe -> Lynx, 18.0000000000000000, 26.0000000000000000, 24.0000000000000000, 50.0000000000000000, 73.6011878865299991, 64.9469738631273401
Lynx -> Renard, 26.0000000000000000, 18.0000000000000000, 34.6666666666666714, 53.8461538461538467, 95.6549584776518742, 71.5654920733332887
Renard -> Lynx, 18.0000000000000000, 26.0000000000000000, 24.0000000000000000, 77.7777777777777857, 99.1018346805837638, 90.2441027753272635
Lynx -> Vautour, 26.0000000000000000, 18.0000000000000000, 34.6666666666666714, 42.3076923076923066, 83.0716413347850136, 49.1768752425039324
Vautour -> Lynx, 18.0000000000000000, 26.0000000000000000, 24.0000000000000000, 61.1111111111111143, 89.9474998508608508, 80.4623536685528791
Lynx -> Aigle, 26.0000000000000000, 18.0000000000000000, 34.6666666666666714, 38.4615384615384670, 76.3059452115892469, 43.4718523715699021
Aigle -> Lynx, 18.0000000000000000, 26.0000000000000000, 24.0000000000000000, 55.5555555555555571, 82.8609484212376515, 74.7379611571067812
Lynx -> Tortue, 26.0000000000000000, 18.0000000000000000, 34.6666666666666714, 19.2307692307692335, 33.6128680373826683, 19.4837616749547848
Tortue -> Lynx, 18.0000000000000000, 26.0000000000000000, 24.0000000000000000, 27.7777777777777786, 29.3400997428924910, 30.5748426406403411
Lynx -> Corbeau, 26.0000000000000000, 17.0000000000000000, 34.6666666666666714, 34.6153846153846132, 71.1008269673498461, 38.2913770394630362
Corbeau -> Lynx, 17.0000000000000000, 26.0000000000000000, 22.6666666666666643, 52.9411764705882391, 77.7348589499293041, 71.2879542894428511
Lynx -> Rat, 26.0000000000000000, 16.0000000000000000, 34.6666666666666714, 30.7692307692307701, 65.5925939717973705, 33.4056985913538256
Rat -> Lynx, 16.0000000000000000, 26.0000000000000000, 21.3333333333333357, 50.0000000000000000, 71.5852038350717379, 65.3102420446990237
Lynx -> Vache, 26.0000000000000000, 16.0000000000000000, 34.6666666666666714, 7.6923076923076925, 18.3164917151453110, 7.4202512392197733
Vache -> Lynx, 16.0000000000000000, 26.0000000000000000, 21.3333333333333357, 12.5000000000000000, 10.9216358766541788, 13.3024699651584530
Lynx -> Ane, 26.0000000000000000, 15.0000000000000000, 34.6666666666666714, 11.5384615384615383, 26.9004830336863847, 11.4349241046020218
Ane -> Lynx, 15.0000000000000000, 26.0000000000000000, 20.0000000000000000, 20.0000000000000000, 18.9876429076279649, 21.8943994892690377
Lynx -> Cigale, 26.0000000000000000, 15.0000000000000000, 34.6666666666666714, 30.7692307692307701, 68.3164848750699889, 33.5059308050927882
Cigale -> Lynx, 15.0000000000000000, 26.0000000000000000, 20.0000000000000000, 53.3333333333333357, 76.1220939737528823, 72.2137194358115124
Lynx -> Porc, 26.0000000000000000, 14.0000000000000000, 34.6666666666666714, 7.6923076923076925, 22.7643885656849676, 7.5279569180937020
Porc -> Lynx, 14.0000000000000000, 26.0000000000000000, 18.6666666666666679, 14.2857142857142847, 13.5158127578815837, 15.5284912842602871
Lynx -> Fourmi, 26.0000000000000000, 13.0000000000000000, 34.6666666666666714, 11.5384615384615383, 32.2062814923027929, 11.5661327546442916
Fourmi -> Lynx, 13.0000000000000000, 26.0000000000000000, 17.3333333333333357, 23.0769230769230766, 23.5902532205287656, 25.7845998302191788
Lynx -> Mouche, 26.0000000000000000, 11.0000000000000000, 34.6666666666666714, 11.5384615384615383, 37.7764970239601183, 11.6812198898852184
Mouche -> Lynx, 11.0000000000000000, 26.0000000000000000, 14.6666666666666661, 27.2727272727272698, 29.5550038855912476, 31.1012094415759286
Lapin -> Dauphin, 25.0000000000000000, 24.0000000000000000, 33.3333333333333286, 56.0000000000000071, 91.5330916525099951, 74.0551189460884984
Dauphin -> Lapin, 24.0000000000000000, 25.0000000000000000, 32.0000000000000000, 58.3333333333333357, 92.2603984229643004, 76.8365056093448828
Lapin -> Crocodile, 25.0000000000000000, 24.0000000000000000, 33.3333333333333286, 28.0000000000000036, 34.5041606518098973, 29.2069837119712901
Crocodile -> Lapin, 24.0000000000000000, 25.0000000000000000, 32.0000000000000000, 29.1666666666666679, 34.0656370757506082, 30.8123363429813182
Lapin -> Chat, 25.0000000000000000, 24.0000000000000000, 33.3333333333333286, 44.0000000000000000, 71.9167170087875292, 51.4045745860967855
Chat -> Lapin, 24.0000000000000000, 25.0000000000000000, 32.0000000000000000, 45.8333333333333286, 72.5489076130206172, 54.6694694916354891
Lapin -> Vison, 25.0000000000000000, 23.0000000000000000, 33.3333333333333286, 36.0000000000000000, 56.4011901007887886, 39.6816225819911708
Vison -> Lapin, 23.0000000000000000, 25.0000000000000000, 30.6666666666666643, 39.1304347826086953, 56.8076751068129155, 44.3760501847718558
Lapin -> Grenouille, 25.0000000000000000, 22.0000000000000000, 33.3333333333333286, 36.0000000000000000, 59.4959304903914372, 39.8193438339100467
Grenouille -> Lapin, 22.0000000000000000, 25.0000000000000000, 29.3333333333333321, 40.9090909090909136, 60.4230031922164983, 47.2573241113671259
Lapin -> Crotale, 25.0000000000000000, 22.0000000000000000, 33.3333333333333286, 20.0000000000000000, 24.3194915015005115, 20.1237435489194532
Crotale -> Lapin, 22.0000000000000000, 25.0000000000000000, 29.3333333333333321, 22.7272727272727266, 22.3553144640795551, 23.6855709797331677
Lapin -> Couleuvre, 25.0000000000000000, 22.0000000000000000, 33.3333333333333286, 40.0000000000000000, 68.6437670648841447, 45.4761032315119849
Couleuvre -> Lapin, 22.0000000000000000, 25.0000000000000000, 29.3333333333333321, 45.4545454545454533, 70.3856736553737079, 54.5260171366022774
Lapin -> Bouc, 25.0000000000000000, 22.0000000000000000, 33.3333333333333286, 12.0000000000000000, 12.6951012978935402, 11.4968052743774383
Bouc -> Lapin, 22.0000000000000000, 25.0000000000000000, 29.3333333333333321, 13.6363636363636349, 10.7028258190501759, 13.5817783276847734
Lapin -> Baleine, 25.0000000000000000, 22.0000000000000000, 33.3333333333333286, 36.0000000000000000, 59.4959304903914372, 39.8193438339100467
Baleine -> Lapin, 22.0000000000000000, 25.0000000000000000, 29.3333333333333321, 40.9090909090909136, 60.4230031922164983, 47.2573241113671259
Lapin -> Mouton, 25.0000000000000000, 21.0000000000000000, 33.3333333333333286, 44.0000000000000000, 79.1922637459505694, 51.7836646286225957
Mouton -> Lapin, 21.0000000000000000, 25.0000000000000000, 28.0000000000000036, 52.3809523809523867, 82.4318787117915406, 69.6682720312509502
Lapin -> Ours, 25.0000000000000000, 21.0000000000000000, 33.3333333333333286, 16.0000000000000000, 20.0876391925159048, 15.8385260443092761
Ours -> Lapin, 21.0000000000000000, 25.0000000000000000, 28.0000000000000036, 19.0476190476190474, 17.2799380764486870, 19.7363036135505787
Lapin -> Canard, 25.0000000000000000, 21.0000000000000000, 33.3333333333333286, 44.0000000000000000, 79.1922637459505694, 51.7836646286225957
Canard -> Lapin, 21.0000000000000000, 25.0000000000000000, 28.0000000000000036, 52.3809523809523867, 82.4318787117915406, 69.6682720312509502
Lapin -> Requin, 25.0000000000000000, 21.0000000000000000, 33.3333333333333286, 20.0000000000000000, 26.9279844276300260, 20.2511028511513302
Requin -> Lapin, 21.0000000000000000, 25.0000000000000000, 28.0000000000000036, 23.8095238095238066, 24.4082278294225787, 25.2077100118722477
Lapin -> Taureau, 25.0000000000000000, 20.0000000000000000, 33.3333333333333286, 28.0000000000000036, 46.8922344645203850, 29.7619531493366125
Taureau -> Lapin, 20.0000000000000000, 25.0000000000000000, 26.6666666666666679, 35.0000000000000000, 46.3550564407761954, 39.4276917481066391
Lapin -> Pieuvre, 25.0000000000000000, 20.0000000000000000, 33.3333333333333286, 24.0000000000000000, 37.8884075455455189, 24.9683037156635770
Pieuvre -> Lapin, 20.0000000000000000, 25.0000000000000000, 26.6666666666666679, 30.0000000000000000, 35.9285007221293284, 32.9608655047910943
Lapin -> Mygale, 25.0000000000000000, 19.0000000000000000, 33.3333333333333286, 36.0000000000000000, 68.1551924578626398, 40.1822101479666074
Mygale -> Lapin, 19.0000000000000000, 25.0000000000000000, 25.3333333333333357, 47.3684210526315752, 71.8598541650124218, 58.6744777252276606
Lapin -> Poule, 25.0000000000000000, 19.0000000000000000, 33.3333333333333286, 40.0000000000000000, 76.2763593218703875, 45.8260929419650083
Poule -> Lapin, 19.0000000000000000, 25.0000000000000000, 25.3333333333333357, 52.6315789473684177, 81.1025135532994170, 70.4925713014265938
Lapin -> Pigeon, 25.0000000000000000, 19.0000000000000000, 33.3333333333333286, 40.0000000000000000, 76.2763593218703875, 45.8260929419650083
Pigeon -> Lapin, 19.0000000000000000, 25.0000000000000000, 25.3333333333333357, 52.6315789473684177, 81.1025135532994170, 70.4925713014265938
Lapin -> Lion, 25.0000000000000000, 19.0000000000000000, 33.3333333333333286, 20.0000000000000000, 32.4251071384531571, 20.4791512585578808
Lion -> Lapin, 19.0000000000000000, 25.0000000000000000, 25.3333333333333357, 26.3157894736842088, 29.1323845113623072, 28.6608340176474243
Lapin -> Chien, 25.0000000000000000, 19.0000000000000000, 33.3333333333333286, 40.0000000000000000, 76.2763593218703875, 45.8260929419650083
Chien -> Lapin, 19.0000000000000000, 25.0000000000000000, 25.3333333333333357, 52.6315789473684177, 81.1025135532994170, 70.4925713014265938
Lapin -> Chamois, 25.0000000000000000, 19.0000000000000000, 33.3333333333333286, 32.0000000000000000, 59.2378327640502107, 34.8950082641751891
Chamois -> Lapin, 19.0000000000000000, 25.0000000000000000, 25.3333333333333357, 42.1052631578947327, 61.2167918391061576, 49.7737419790215441
Lapin -> Singe, 25.0000000000000000, 18.0000000000000000, 33.3333333333333286, 28.0000000000000036, 53.0515743076903874, 29.9873340660297600
Singe -> Lapin, 18.0000000000000000, 25.0000000000000000, 24.0000000000000000, 38.8888888888888928, 53.8402666936381848, 45.2306749789311979
Lapin -> Guepe, 25.0000000000000000, 18.0000000000000000, 33.3333333333333286, 16.0000000000000000, 27.4503132808507360, 16.1437369611036594
Guepe -> Lapin, 18.0000000000000000, 25.0000000000000000, 24.0000000000000000, 22.2222222222222214, 22.7975467696455603, 24.0135081357599240
Lapin -> Renard, 25.0000000000000000, 18.0000000000000000, 33.3333333333333286, 44.0000000000000000, 85.0250460837113593, 52.0981799553945422
Renard -> Lapin, 18.0000000000000000, 25.0000000000000000, 24.0000000000000000, 61.1111111111111143, 91.0495503159824153, 80.5120440951012313
Lapin -> Vautour, 25.0000000000000000, 18.0000000000000000, 33.3333333333333286, 20.0000000000000000, 35.2825634763499849, 20.5816204392982982
Vautour -> Lapin, 18.0000000000000000, 25.0000000000000000, 24.0000000000000000, 27.7777777777777786, 31.8464367879753958, 30.6512295883338020
Lapin -> Aigle, 25.0000000000000000, 18.0000000000000000, 33.3333333333333286, 16.0000000000000000, 27.4503132808507360, 16.1437369611036594
Aigle -> Lapin, 18.0000000000000000, 25.0000000000000000, 24.0000000000000000, 22.2222222222222214, 22.7975467696455603, 24.0135081357599240
Lapin -> Tortue, 25.0000000000000000, 18.0000000000000000, 33.3333333333333286, 36.0000000000000000, 70.7966053673285671, 40.2887348048081932
Tortue -> Lapin, 18.0000000000000000, 25.0000000000000000, 24.0000000000000000, 50.0000000000000000, 75.7607838329487606, 65.0159666248513872
Lapin -> Corbeau, 25.0000000000000000, 17.0000000000000000, 33.3333333333333286, 12.0000000000000000, 22.9986044402699541, 11.9422495296508320
Corbeau -> Lapin, 17.0000000000000000, 25.0000000000000000, 22.6666666666666643, 17.6470588235294130, 17.1288727962243357, 18.9405507704251477
Lapin -> Rat, 25.0000000000000000, 16.0000000000000000, 33.3333333333333286, 28.0000000000000036, 58.9996981335331938, 30.1858523412653064
Rat -> Lapin, 16.0000000000000000, 25.0000000000000000, 21.3333333333333357, 43.7500000000000000, 62.2248373954426910, 52.9275466917344488
Lapin -> Vache, 25.0000000000000000, 16.0000000000000000, 33.3333333333333286, 28.0000000000000036, 58.9996981335331938, 30.1858523412653064
Vache -> Lapin, 16.0000000000000000, 25.0000000000000000, 21.3333333333333357, 43.7500000000000000, 62.2248373954426910, 52.9275466917344488
Lapin -> Ane, 25.0000000000000000, 15.0000000000000000, 33.3333333333333286, 32.0000000000000000, 70.2971602075326132, 35.2926901373542776
Ane -> Lapin, 15.0000000000000000, 25.0000000000000000, 20.0000000000000000, 53.3333333333333357, 77.9779353398301112, 72.2583158260213736
Lapin -> Cigale, 25.0000000000000000, 15.0000000000000000, 33.3333333333333286, 28.0000000000000036, 61.8578050552845227, 30.2764235590917643
Cigale -> Lapin, 15.0000000000000000, 25.0000000000000000, 20.0000000000000000, 46.6666666666666643, 66.7180321249281008, 58.0657267431886197
Lapin -> Porc, 25.0000000000000000, 14.0000000000000000, 33.3333333333333286, 16.0000000000000000, 38.4712854602435428, 16.4623910628157830
Porc -> Lapin, 14.0000000000000000, 25.0000000000000000, 18.6666666666666679, 28.5714285714285694, 33.4188423555787466, 32.3364473330593185
Lapin -> Fourmi, 25.0000000000000000, 13.0000000000000000, 33.3333333333333286, 28.0000000000000036, 67.2831004347312955, 30.4424568279424506
Fourmi -> Lapin, 13.0000000000000000, 25.0000000000000000, 17.3333333333333357, 53.8461538461538467, 76.1150696266850417, 73.2692141877400331
Lapin -> Mouche, 25.0000000000000000, 11.0000000000000000, 33.3333333333333286, 24.0000000000000000, 64.2811097099202726, 25.7794090213765585
Mouche -> Lapin, 11.0000000000000000, 25.0000000000000000, 14.6666666666666661, 54.5454545454545396, 73.9826483899167044, 74.4438707408314144
Dauphin -> Crocodile, 24.0000000000000000, 24.0000000000000000, 32.0000000000000000, 29.1666666666666679, 37.0805174792489751, 30.9601027199534862
Crocodile -> Dauphin, 24.0000000000000000, 24.0000000000000000, 32.0000000000000000, 29.1666666666666679, 37.0805174792489751, 30.9601027199534862
Dauphin -> Chat, 24.0000000000000000, 24.0000000000000000, 32.0000000000000000, 50.0000000000000000, 82.7199597851380872, 63.7991481984605642
Chat -> Dauphin, 24.0000000000000000, 24.0000000000000000, 32.0000000000000000, 50.0000000000000000, 82.7199597851380872, 63.7991481984605642
Dauphin -> Vison, 24.0000000000000000, 23.0000000000000000, 32.0000000000000000, 33.3333333333333286, 49.7272151986113400, 36.4072235477007311
Vison -> Dauphin, 23.0000000000000000, 24.0000000000000000, 30.6666666666666643, 34.7826086956521721, 49.7178382363548081, 38.4766137809016868
Dauphin -> Grenouille, 24.0000000000000000, 22.0000000000000000, 32.0000000000000000, 33.3333333333333286, 52.8405853444010134, 36.5335804877557848
Grenouille -> Dauphin, 22.0000000000000000, 24.0000000000000000, 29.3333333333333321, 36.3636363636363669, 53.0243456496880299, 40.8807034539133340
Dauphin -> Crotale, 24.0000000000000000, 22.0000000000000000, 32.0000000000000000, 16.6666666666666643, 19.1762892162339433, 16.6950939391169797
Crotale -> Dauphin, 22.0000000000000000, 24.0000000000000000, 29.3333333333333321, 18.1818181818181834, 17.7715097965289388, 18.6325608021379416
Dauphin -> Couleuvre, 24.0000000000000000, 22.0000000000000000, 32.0000000000000000, 41.6666666666666714, 71.5957514557558738, 48.2338415916088863
Couleuvre -> Dauphin, 22.0000000000000000, 24.0000000000000000, 29.3333333333333321, 45.4545454545454533, 72.9061351815262242, 54.6306638103198452
Dauphin -> Bouc, 24.0000000000000000, 22.0000000000000000, 32.0000000000000000, 8.3333333333333321, 9.3551752881384065, 7.9635223024504338
Bouc -> Dauphin, 22.0000000000000000, 24.0000000000000000, 29.3333333333333321, 9.0909090909090917, 8.1309637157454198, 8.9155125561237600
Dauphin -> Baleine, 24.0000000000000000, 22.0000000000000000, 32.0000000000000000, 45.8333333333333286, 79.6480358619635922, 55.0281112450078638
Baleine -> Dauphin, 22.0000000000000000, 24.0000000000000000, 29.3333333333333321, 50.0000000000000000, 81.2582548643880642, 64.2757020704095083
Dauphin -> Mouton, 24.0000000000000000, 21.0000000000000000, 32.0000000000000000, 29.1666666666666679, 46.2916245201072982, 31.3448715028648124
Mouton -> Dauphin, 21.0000000000000000, 24.0000000000000000, 28.0000000000000036, 33.3333333333333286, 45.9212846544853974, 37.0815561489791037
Dauphin -> Ours, 24.0000000000000000, 21.0000000000000000, 32.0000000000000000, 20.8333333333333357, 28.6819513182813282, 21.4500686896853381
Ours -> Dauphin, 21.0000000000000000, 24.0000000000000000, 28.0000000000000036, 23.8095238095238066, 26.8783364100220084, 25.3090496726065162
Dauphin -> Canard, 24.0000000000000000, 21.0000000000000000, 32.0000000000000000, 37.5000000000000000, 65.3490162493267803, 42.2773005886602746
Canard -> Dauphin, 21.0000000000000000, 24.0000000000000000, 28.0000000000000036, 42.8571428571428541, 66.8533724773145934, 50.5894529336244787
Dauphin -> Requin, 24.0000000000000000, 21.0000000000000000, 32.0000000000000000, 25.0000000000000000, 37.0693590615986608, 26.2905151836587976
Requin -> Dauphin, 21.0000000000000000, 24.0000000000000000, 28.0000000000000036, 28.5714285714285694, 35.8589606151388267, 31.0406638681089078
Dauphin -> Taureau, 24.0000000000000000, 20.0000000000000000, 32.0000000000000000, 20.8333333333333357, 31.4061690104325066, 21.5561276239514044
Taureau -> Dauphin, 20.0000000000000000, 24.0000000000000000, 26.6666666666666679, 25.0000000000000000, 29.1710771400612536, 26.9476468831212692
Dauphin -> Pieuvre, 24.0000000000000000, 20.0000000000000000, 32.0000000000000000, 25.0000000000000000, 40.0372101319727207, 26.4008880839588471
Pieuvre -> Dauphin, 20.0000000000000000, 24.0000000000000000, 26.6666666666666679, 30.0000000000000000, 38.7249412669966233, 33.0534195773340542
Dauphin -> Mygale, 24.0000000000000000, 19.0000000000000000, 32.0000000000000000, 20.8333333333333357, 34.2006364299473944, 21.6550729072910819
Mygale -> Dauphin, 19.0000000000000000, 24.0000000000000000, 25.3333333333333357, 26.3157894736842088, 31.6727308775195517, 28.7413136067051092
Dauphin -> Poule, 24.0000000000000000, 19.0000000000000000, 32.0000000000000000, 29.1666666666666679, 52.3848302308719909, 31.5613101558629481
Poule -> Dauphin, 19.0000000000000000, 24.0000000000000000, 25.3333333333333357, 36.8421052631578902, 52.8073621302567275, 42.2351995643695872
Dauphin -> Pigeon, 24.0000000000000000, 19.0000000000000000, 32.0000000000000000, 37.5000000000000000, 70.7019290915243204, 42.4867492534547182
Pigeon -> Dauphin, 19.0000000000000000, 24.0000000000000000, 25.3333333333333357, 47.3684210526315752, 74.1384997675872910, 58.7483633464432202
Dauphin -> Lion, 24.0000000000000000, 19.0000000000000000, 32.0000000000000000, 25.0000000000000000, 43.0267673322379949, 26.5041071001478556
Lion -> Dauphin, 19.0000000000000000, 24.0000000000000000, 25.3333333333333357, 31.5789473684210513, 41.8160977343310023, 35.2720020222852213
Dauphin -> Chien, 24.0000000000000000, 19.0000000000000000, 32.0000000000000000, 33.3333333333333286, 61.7846701960177427, 36.8665042482822187
Chien -> Dauphin, 19.0000000000000000, 24.0000000000000000, 25.3333333333333357, 42.1052631578947327, 63.8666838908631078, 49.8516281420640510
Dauphin -> Chamois, 24.0000000000000000, 19.0000000000000000, 32.0000000000000000, 33.3333333333333286, 61.7846701960177427, 36.8665042482822187
Chamois -> Dauphin, 19.0000000000000000, 24.0000000000000000, 25.3333333333333357, 42.1052631578947327, 63.8666838908631078, 49.8516281420640510
Dauphin -> Singe, 24.0000000000000000, 18.0000000000000000, 32.0000000000000000, 29.1666666666666679, 55.3655470773273848, 31.6595883804676781
Singe -> Dauphin, 18.0000000000000000, 24.0000000000000000, 24.0000000000000000, 38.8888888888888928, 56.5558683734424221, 45.3014521314188769
Dauphin -> Guepe, 24.0000000000000000, 18.0000000000000000, 32.0000000000000000, 20.8333333333333357, 37.0495437798252425, 21.7475756631622481
Guepe -> Dauphin, 18.0000000000000000, 24.0000000000000000, 24.0000000000000000, 27.7777777777777786, 34.4034273298387205, 30.7226549251002012
Dauphin -> Renard, 24.0000000000000000, 18.0000000000000000, 32.0000000000000000, 41.6666666666666714, 80.7219804846583884, 48.6379528777012382
Renard -> Dauphin, 18.0000000000000000, 24.0000000000000000, 24.0000000000000000, 55.5555555555555571, 86.0077408776333243, 74.8570626564668515
Dauphin -> Vautour, 24.0000000000000000, 18.0000000000000000, 32.0000000000000000, 16.6666666666666643, 28.8678972456267395, 17.0749585343322181
Vautour -> Dauphin, 18.0000000000000000, 24.0000000000000000, 24.0000000000000000, 22.2222222222222214, 25.0112336709803245, 24.0809380390701122
Dauphin -> Aigle, 24.0000000000000000, 18.0000000000000000, 32.0000000000000000, 33.3333333333333286, 64.5874875130998021, 36.9642388352931235
Aigle -> Dauphin, 18.0000000000000000, 24.0000000000000000, 24.0000000000000000, 44.4444444444444429, 67.7418839403471225, 53.7632794803682401
Dauphin -> Tortue, 24.0000000000000000, 18.0000000000000000, 32.0000000000000000, 29.1666666666666679, 55.3655470773273848, 31.6595883804676781
Tortue -> Dauphin, 18.0000000000000000, 24.0000000000000000, 24.0000000000000000, 38.8888888888888928, 56.5558683734424221, 45.3014521314188769
Dauphin -> Corbeau, 24.0000000000000000, 17.0000000000000000, 32.0000000000000000, 16.6666666666666643, 31.5241409239493748, 17.1543979377779472
Corbeau -> Dauphin, 17.0000000000000000, 24.0000000000000000, 22.6666666666666643, 23.5294117647058805, 27.2988434895646392, 25.7959987774562762
Dauphin -> Rat, 24.0000000000000000, 16.0000000000000000, 32.0000000000000000, 16.6666666666666643, 34.2471711936371932, 17.2287824105555885
Rat -> Dauphin, 16.0000000000000000, 24.0000000000000000, 21.3333333333333357, 25.0000000000000000, 29.8246245408092321, 27.7157096076605001
Dauphin -> Vache, 24.0000000000000000, 16.0000000000000000, 32.0000000000000000, 20.8333333333333357, 42.8459220167406443, 21.9155339882169855
Vache -> Dauphin, 16.0000000000000000, 24.0000000000000000, 21.3333333333333357, 31.2500000000000000, 40.6411011925211696, 35.4268020326671618
Dauphin -> Ane, 24.0000000000000000, 15.0000000000000000, 32.0000000000000000, 29.1666666666666679, 63.8718532310315936, 31.9209994514707489
Ane -> Dauphin, 15.0000000000000000, 24.0000000000000000, 20.0000000000000000, 46.6666666666666643, 68.9244141710963447, 58.1105154739680358
Dauphin -> Cigale, 24.0000000000000000, 15.0000000000000000, 32.0000000000000000, 25.0000000000000000, 54.8638808930712614, 26.8572585258549594
Cigale -> Dauphin, 15.0000000000000000, 24.0000000000000000, 20.0000000000000000, 40.0000000000000000, 56.6829096426784389, 47.4243727960521397
Dauphin -> Porc, 24.0000000000000000, 14.0000000000000000, 32.0000000000000000, 8.3333333333333321, 24.3418106703652484, 8.4091636766382916
Porc -> Dauphin, 14.0000000000000000, 24.0000000000000000, 18.6666666666666679, 14.2857142857142847, 16.5263532817626064, 15.5902511884917807
Dauphin -> Fourmi, 24.0000000000000000, 13.0000000000000000, 32.0000000000000000, 29.1666666666666679, 69.0674177301947907, 32.0716471389615094
Fourmi -> Dauphin, 13.0000000000000000, 24.0000000000000000, 17.3333333333333357, 53.8461538461538467, 77.8253890864917253, 73.2999829721561014
Dauphin -> Mouche, 24.0000000000000000, 11.0000000000000000, 32.0000000000000000, 8.3333333333333321, 31.7127899486560842, 8.5219718601183789
