hyp -> con,       occurrence(hyp),     occurrence(con),      support(rule),       confidence,      classical index,         entropic index,     classical simi,       entropic simi
IHM3 -> ProgLog2, 48.0000000000000000, 104.0000000000000000, 25.9459459459459470, 62.5000000000000000, 69.9529926080217590, 81.4393989682935460, 71.9260334968566890, 0.0000000000000000
ProgLog2 -> SD3, 104.0000000000000000, 41.0000000000000000, 56.2162162162162180, 18.2692307692307660, 32.6360642910003660, 11.3417144172187210, 19.9527442455291750, 0.0000000000000000
SD3 -> ProgLog2, 41.0000000000000000, 104.0000000000000000, 22.1621621621621650, 46.3414634146341480, 14.2201975009011930, 56.4395257649713570, 19.9527442455291750, 0.0000000000000000
ProgLog2 -> IHM2, 104.0000000000000000, 37.0000000000000000, 56.2162162162162180, 14.4230769230769220, 26.2431442737579350, 8.6249155714071932, 10.1733863353729250, 0.0000000000000000
IHM2 -> ProgLog2, 37.0000000000000000, 104.0000000000000000, 20.0000000000000000, 40.5405405405405400, 6.4672649817034173, 47.5190647744134010, 10.1733863353729250, 0.0000000000000000
ProgLog2 -> Securite1, 104.0000000000000000, 37.0000000000000000, 56.2162162162162180, 20.1923076923076930, 50.8746743202209470, 13.7104601675623600, 51.7489254474639890, 0.0000000000000000
Securite1 -> ProgLog2, 37.0000000000000000, 104.0000000000000000, 20.0000000000000000, 56.7567567567567580, 45.3872869535426060, 77.0074197174463680, 51.7489254474639890, 0.0000000000000000
ProgLog2 -> SD2, 104.0000000000000000, 32.0000000000000000, 56.2162162162162180, 17.3076923076923070, 50.0465035438537600, 11.6611648901259100, 50.1016855239868160, 0.0000000000000000
SD2 -> ProgLog2, 32.0000000000000000, 104.0000000000000000, 17.2972972972972980, 56.2500000000000000, 43.0709114205269260, 77.0124277452265030, 50.1016855239868160, 0.0000000000000000
ProgLog2 -> Projet2, 104.0000000000000000, 31.0000000000000000, 56.2162162162162180, 15.3846153846153850, 43.9053177833557130, 10.0617244173583930, 36.6236418485641480, 0.0000000000000000
Projet2 -> ProgLog2, 31.0000000000000000, 104.0000000000000000, 16.7567567567567580, 51.6129032258064480, 28.9132260084744030, 70.2044407711413070, 36.6236418485641480, 0.0000000000000000
ProgLog2 -> Compil1, 104.0000000000000000, 31.0000000000000000, 56.2162162162162180, 13.4615384615384620, 35.6317043304443360, 8.4570003306876149, 20.5843150615692140, 0.0000000000000000
Compil1 -> ProgLog2, 31.0000000000000000, 104.0000000000000000, 16.7567567567567580, 45.1612903225806410, 14.3786743098908900, 55.8869348324730310, 20.5843150615692140, 0.0000000000000000
ProgLog2 -> ThGraph3, 104.0000000000000000, 24.0000000000000000, 56.2162162162162180, 13.4615384615384620, 52.1296948194503780, 9.1143340781828073, 55.5010616779327390, 0.0000000000000000
